No,Branch_Code,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,E_HP,E_Attack,E_Defense,E_SP_Attack,E_SP_Defense,E_Speed
879,879_0,Copperajah,Copperajah,8,3,650,Steel,,Sheer Force,,Heavy Metal,Green,50,50,0,25,Ground,Mineral,90,175,1000000,Ordinary,,,122,130,69,80,69,30,500,0,2,0,0,0,0
880,880_0,Dracozolt,Dracozolt,8,1.8,190,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,Green,0,0,100,35,Undiscovered,,45,177,1250000,Ordinary,,,90,100,90,80,70,75,505,0,2,0,0,0,0
881,881_0,Arctozolt,Arctozolt,8,2.3,150,Electric,Ice,Volt Absorb,Static,Slush Rush,Blue,0,0,100,35,Undiscovered,,45,177,1250000,Ordinary,,,90,100,90,90,80,55,505,0,2,0,0,0,0
882,882_0,Dracovish,Dracovish,8,2.3,215,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,Green,0,0,100,35,Undiscovered,,45,177,1250000,Ordinary,,,90,90,100,70,80,75,505,0,0,2,0,0,0
883,883_0,Arctovish,Arctovish,8,2,175,Water,Ice,Water Absorb,Ice Body,Slush Rush,Blue,0,0,100,35,Undiscovered,,45,177,1250000,Ordinary,,,90,90,100,80,90,55,505,0,0,2,0,0,0
884,884_0,Duraludon,Duraludon,8,1.8,40,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,White,50,50,0,30,Mineral,Dragon,45,187,1000000,Ordinary,,,70,95,115,120,50,85,535,0,0,0,2,0,0
885,885_0,Dreepy,Dreepy,8,0.5,2,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,50,50,0,40,Amorphous,Dragon,45,54,1250000,Ordinary,,,28,60,30,40,30,82,270,0,0,0,0,0,1
886,886_0,Drakloak,Drakloak,8,1.4,11,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,50,50,0,40,Amorphous,Dragon,45,144,1250000,Ordinary,,,68,80,50,60,50,102,410,0,0,0,0,0,2
887,887_0,Dragapult,Dragapult,8,3,50,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,50,50,0,40,Amorphous,Dragon,45,300,1250000,Ordinary,,,88,120,75,100,75,142,600,0,0,0,0,0,3
888,888_0,Zacian,Zacian Hero of Many Battles,8,2.8,110,Fairy,,Intrepid Sword,,,Blue,0,0,100,120,Undiscovered,,10,330,1250000,Legendary,,,92,120,115,80,115,138,660,0,0,0,0,0,3
888,888_1,Zacian,Zacian Crowned Sword,8,2.8,355,Fairy,Steel,Intrepid Sword,,,Blue,0,0,100,120,Undiscovered,,10,350,1250000,Legendary,,,92,150,115,80,115,148,700,0,0,0,0,0,3
889,889_0,Zamazenta,Zamazenta Hero of Many Battles,8,2.9,210,Fighting,,Dauntless Shield,,,Red,0,0,100,120,Undiscovered,,10,330,1250000,Legendary,,,92,120,115,80,115,138,660,0,0,0,0,0,3
889,889_1,Zamazenta,Zamazenta Crowned Shield,8,2.9,785,Fighting,Steel,Dauntless Shield,,,Red,0,0,100,120,Undiscovered,,10,350,1250000,Legendary,,,92,120,140,80,140,128,700,0,0,0,0,0,3
890,890_0,Eternatus,Eternatus,8,20,950,Poison,Dragon,Pressure,,,Purple,0,0,100,120,Undiscovered,,255,345,1250000,Legendary,,,140,85,95,145,95,130,690,3,0,0,0,0,0
890,890_1,Eternatus,Eternamax Eternatus,8,100,0,Poison,Dragon,Pressure,,,Purple,0,0,100,120,Undiscovered,,255,563,1250000,Legendary,,,255,115,250,125,250,130,1125,3,0,0,0,0,0
891,891_0,Kubfu,Kubfu,8,0.6,12,Fighting,,Inner Focus,,No Guard,Gray,87.5,12.5,0,120,Undiscovered,,3,77,1250000,Semi-Legendary,,,60,90,60,53,50,72,385,0,1,0,0,0,0
892,892_0,Urshifu,Urshifu Single Strike Style,8,1.9,105,Fighting,Dark,Unseen Fist,,,Gray,87.5,12.5,0,120,Undiscovered,,3,275,1250000,Semi-Legendary,,,100,130,100,63,60,97,550,0,3,0,0,0,0
892,892_1,Urshifu,Urshifu Rapid Strike Style,8,1.9,105,Fighting,Water,Unseen Fist,,,Gray,87.5,12.5,0,120,Undiscovered,,3,275,1250000,Semi-Legendary,,,100,130,100,63,60,97,550,0,3,0,0,0,0
893,893_0,Zarude,Zarude,8,1.8,70,Dark,Grass,Leaf Guard,,,Green,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,105,120,105,70,95,105,600,0,3,0,0,0,0
894,894_0,Regieleki,Regieleki,8,1.2,145,Electric,,Transistor,,,Yellow,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,80,100,50,100,50,200,580,0,0,0,0,0,3
895,895_0,Regidrago,Regidrago,8,2.1,200,Dragon,,Dragon's Maw,,,Green,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,200,100,50,100,50,80,580,3,0,0,0,0,0
896,896_0,Glastrier,Glastrier,8,2.2,800,Ice,,Chilling Neigh,,,White,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,100,145,130,65,110,30,580,0,3,0,0,0,0
897,897_0,Spectrier,Spectrier,8,2,44.5,Ghost,,Grim Neigh,,,Black,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,100,65,60,145,80,130,580,0,0,0,3,0,0
898,898_0,Calyrex,Calyrex,8,1.1,7.7,Psychic,Grass,Unnerve,,,Green,0,0,100,120,Undiscovered,,3,250,1250000,Legendary,,,100,80,80,80,80,80,500,3,0,0,0,0,0
898,898_1,Calyrex,Calyrex Ice Rider,8,2.4,809.1,Psychic,Ice,As One,,,White,0,0,100,120,Undiscovered,,3,340,1250000,Legendary,,,100,165,150,85,130,50,680,0,3,0,0,0,0
898,898_2,Calyrex,Calyrex Shadow Rider,8,2.4,53.6,Psychic,Ghost,As One,,,Black,0,0,100,120,Undiscovered,,3,340,1250000,Legendary,,,100,85,80,165,100,150,680,0,0,0,3,0,0
899,899_0,Wyrdeer,Wyrdeer,8,1.8,95.1,Normal,Psychic,Intimidate,Frisk,Sap Sipper,White,50,50,0,20,Ground,,45,263,1250000,Ordinary,,,103,105,72,105,75,65,525,0,1,0,1,0,0
900,900_0,Kleavor,Kleavor,8,1.8,89,Bug,Rock,Swarm,Sheer Force,Sharpness,Brown,50,50,0,20,Bug,,15,175,1000000,Ordinary,,,70,130,95,45,75,85,500,0,3,0,0,0,0
901,901_0,Ursaluna,Ursaluna,8,2.4,290,Ground,Normal,Guts,Bulletproof,Unnerve,Brown,50,50,0,20,Ground,,20,275,1000000,Ordinary,,,130,140,105,45,80,50,550,0,3,0,0,0,0
902,902_0,Basculegion,Basculegion Male,8,3,110,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,Green,100,0,0,20,Water2,,45,265,1000000,Ordinary,,,120,112,65,80,75,78,530,3,0,0,0,0,0
902,902_1,Basculegion,Basculegion Felame,8,3,110,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,Green,0,100,0,20,Water2,,45,265,1000000,Ordinary,,,120,92,65,100,75,78,530,3,0,0,0,0,0
903,903_0,Sneasler,Sneasler,8,1.3,43,Fighting,Poison,Pressure,Unburden,Poison Touch,Purple,50,50,0,20,Ground,,20,102,1059860,Ordinary,,,80,130,60,40,80,120,510,0,2,0,0,0,0
904,904_0,Overqwil,Overqwil,8,2.5,60.5,Dark,Poison,Poison Point,Swift Swim,Intimidate,Gray,50,50,0,20,Water2,,45,179,1000000,Ordinary,,,85,115,95,65,65,85,510,0,2,0,0,0,0
905,905_0,Enamorus,Enamorus Incarnate Style,8,1.6,48,Fairy,Flying,Cute Charm,,Contrary,Pink,0,100,0,20,Undiscovered,,3,116,1250000,Semi-Legendary,,,74,115,70,135,80,106,580,0,0,0,3,0,0
905,905_1,Enamorus,Enamorus Therian Style,8,1.6,48,Fairy,Flying,Overcoat,,,Pink,0,100,0,20,Undiscovered,,3,116,1250000,Semi-Legendary,,,74,115,110,135,100,46,580,0,0,0,3,0,0
906,906_0,Sprigatito,Sprigatito,9,0.4,4.1,Grass,,Overgrow,,Protean,Green,87.5,12.5,0,20,Ground,Grass,45,62,1059860,Ordinary,,,40,61,54,45,45,65,310,0,0,0,0,0,1
907,907_0,Floragato,Floragato,9,0.9,12.2,Grass,,Overgrow,,Protean,Green,87.5,12.5,0,20,Ground,Grass,45,144,1059860,Ordinary,,,61,80,63,60,63,83,410,0,0,0,0,0,2
908,908_0,Meowscarada,Meowscarada,9,1.5,31.2,Grass,Dark,Overgrow,,Protean,Green,87.5,12.5,0,20,Ground,Grass,45,265,1059860,Ordinary,,,76,110,70,81,70,123,530,0,0,0,0,0,3
909,909_0,Fuecoco,Fuecoco,9,0.4,9.8,Fire,,Blaze,,Unaware,Red,87.5,12.5,0,20,Ground,,45,62,1059860,Ordinary,,,67,45,59,63,40,36,310,1,0,0,0,0,0
910,910_0,Crocalor,Crocalor,9,1,30.7,Fire,,Blaze,,Unaware,Red,87.5,12.5,0,20,Ground,,45,144,1059860,Ordinary,,,81,55,78,90,58,49,411,0,0,0,2,0,0
911,911_0,Skeledirge,Skeledirge,9,1.6,326.5,Fire,Ghost,Blaze,,Unaware,Red,87.5,12.5,0,20,Ground,,45,265,1059860,Ordinary,,,104,75,100,110,75,66,530,0,0,0,3,0,0
912,912_0,Quaxly,Quaxly,9,0.5,6.1,Water,,Torrent,,Moxie,Blue,87.5,12.5,0,20,Flying,Water1,45,62,1059860,Ordinary,,,55,65,45,50,45,50,310,0,1,0,0,0,0
913,913_0,Quaxwell,Quaxwell,9,1.2,21.5,Water,,Torrent,,Moxie,Blue,87.5,12.5,0,20,Flying,Water1,45,144,1059860,Ordinary,,,70,85,65,65,60,65,410,0,2,0,0,0,0
914,914_0,Quaquaval,Quaquaval,9,1.8,61.9,Water,Fighting,Torrent,,Moxie,Blue,87.5,12.5,0,20,Flying,Water1,45,265,1059860,Ordinary,,,85,120,80,85,75,85,530,0,3,0,0,0,0
915,915_0,Lechonk,Lechonk,9,0.5,10.2,Normal,,Aroma Veil,Gluttony,Thick Fat,Gray,50,50,0,15,Ground,,255,51,1000000,Ordinary,,,54,45,40,35,45,35,254,1,0,0,0,0,0
916,916_0,Oinkologne,Oinkologne,9,1,120,Normal,,Lingering Aroma,Gluttony,Thick Fat,Gray,100,0,0,15,Ground,,100,171,1000000,Ordinary,,,110,100,75,59,80,65,489,2,0,0,0,0,0
916,916_1,Oinkologne,Oinkologne,9,1,120,Normal,,Aroma Veil,Gluttony,Thick Fat,Brown,0,100,0,15,Ground,,100,171,1000000,Ordinary,,,115,90,70,59,90,65,489,2,0,0,0,0,0
917,917_0,Tarountula,Tarountula,9,0.3,4,Bug,,Insomnia,,Stakeout,White,50,50,0,15,Bug,,255,42,600000,Ordinary,,,35,41,45,29,40,20,210,0,0,1,0,0,0
918,918_0,Spidops,Spidops,9,1,16.5,Bug,,Insomnia,,Stakeout,Green,50,50,0,15,Bug,,120,141,600000,Ordinary,,,60,79,92,52,86,35,404,0,0,2,0,0,0
919,919_0,Nymble,Nymble,9,0.2,1,Bug,,Swarm,,Tinted Lens,Gray,50,50,0,20,Bug,,190,42,1000000,Ordinary,,,33,46,40,21,25,45,210,0,1,0,0,0,0
920,920_0,Lokix,Lokix,9,1,17.5,Bug,Dark,Swarm,,Tinted Lens,Gray,50,50,0,20,Bug,,30,158,1000000,Ordinary,,,71,102,78,52,55,92,450,0,2,0,0,0,0
921,921_0,Pawmi,Pawmi,9,0.3,2.5,Electric,,Static,Natural Cure,Iron Fist,Yellow,50,50,0,15,Ground,,190,48,1000000,Ordinary,,,45,50,20,40,25,60,240,0,0,0,0,0,1
922,922_0,Pawmo,Pawmo,9,0.4,6.5,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,Yellow,50,50,0,15,Ground,,80,123,1000000,Ordinary,,,60,75,40,50,40,85,350,0,0,0,0,0,2
923,923_0,Pawmot,Pawmot,9,0.9,41,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,Yellow,50,50,0,15,Ground,,45,245,1000000,Ordinary,,,70,115,70,70,60,105,490,0,3,0,0,0,0
924,924_0,Tandemaus,Tandemaus,9,0.3,1.8,Normal,,Run Away,Pickup,Own Tempo,White,0,0,100,10,Ground,Fairy,150,61,800000,Ordinary,,,50,50,45,40,45,75,305,0,0,0,0,0,1
925,925_0,Maushold,Maushold Family of Three,9,0.3,2.3,Normal,,Friend Guard,Cheek Pouch,Technician,White,0,0,100,10,Ground,Fairy,75,165,800000,Ordinary,,,74,75,70,65,75,111,470,0,0,0,0,0,2
925,925_1,Maushold,Maushold Family of Four,9,0.3,2.8,Normal,,Friend Guard,Cheek Pouch,Technician,White,0,0,100,10,Ground,Fairy,75,165,800000,Ordinary,,,74,75,70,65,75,111,470,0,0,0,0,0,2
926,926_0,Fidough,Fidough,9,0.3,10.9,Fairy,,Own Tempo,,Klutz,Yellow,50,50,0,20,Ground,Mineral,190,62,1059860,Ordinary,,,37,55,70,30,55,65,312,0,0,0,0,0,1
927,927_0,Dachsbun,Dachsbun,9,0.5,14.9,Fairy,,Well-Baked Body,,Aroma Veil,Brown,50,50,0,20,Ground,Mineral,90,167,1059860,Ordinary,,,57,80,115,50,80,95,477,0,0,0,0,0,2
928,928_0,Smoliv,Smoliv,9,0.3,6.5,Grass,Normal,Early Bird,,Harvest,Green,50,50,0,20,Grass,,255,52,1059860,Ordinary,,,41,35,45,58,51,30,260,0,0,0,1,0,0
929,929_0,Dolliv,Dolliv,9,0.6,11.9,Grass,Normal,Early Bird,,Harvest,Green,50,50,0,20,Grass,,120,124,1059860,Ordinary,,,52,53,60,78,78,33,354,0,0,0,2,0,0
930,930_0,Arboliva,Arboliva,9,1.4,48.2,Grass,Normal,Seed Sower,,Harvest,Green,50,50,0,20,Grass,,45,255,1059860,Ordinary,,,78,69,90,125,109,39,510,0,0,0,3,0,0
931,931_0,Squawkabilly,Squawkabilly Green Plumage,9,0.6,2.4,Normal,Flying,Intimidate,Guts,Guts,Green,50,50,0,15,Flying,,190,146,600000,Ordinary,,,82,96,51,45,51,92,417,0,1,0,0,0,0
931,931_1,Squawkabilly,Squawkabilly Blue Plumage,9,0.6,2.4,Normal,Flying,Intimidate,Guts,Guts,Green,50,50,0,15,Flying,,190,146,600000,Ordinary,,,82,96,51,45,51,92,417,0,1,0,0,0,0
931,931_2,Squawkabilly,Squawkabilly Yellow Plumage,9,0.6,2.4,Normal,Flying,Intimidate,Guts,Sheer Force,Green,50,50,0,15,Flying,,190,146,600000,Ordinary,,,82,96,51,45,51,92,417,0,1,0,0,0,0
931,931_3,Squawkabilly,Squawkabilly White Plumage,9,0.6,2.4,Normal,Flying,Intimidate,Guts,Sheer Force,Green,50,50,0,15,Flying,,190,146,600000,Ordinary,,,82,96,51,45,51,92,417,0,1,0,0,0,0
932,932_0,Nacli,Nacli,9,0.4,16,Rock,,Purifying Salt,Sturdy,Clear Body,Brown,50,50,0,20,Mineral,,255,56,1059860,Ordinary,,,55,55,75,35,35,25,280,0,0,1,0,0,0
933,933_0,Naclstack,Naclstack,9,0.6,105,Rock,,Purifying Salt,Sturdy,Clear Body,Brown,50,50,0,20,Mineral,,120,124,1059860,Ordinary,,,60,60,100,35,65,35,355,0,0,2,0,0,0
934,934_0,Garganacl,Garganacl,9,2.3,240,Rock,,Purifying Salt,Sturdy,Clear Body,Brown,50,50,0,20,Mineral,,45,250,1059860,Ordinary,,,100,100,130,45,90,35,500,0,0,3,0,0,0
935,935_0,Charcadet,Charcadet,9,0.6,10.5,Fire,,Flash Fire,,Flame Body,Red,50,50,0,35,Human-Like,,90,51,1250000,Ordinary,,,40,50,40,50,40,35,255,0,0,0,1,0,0
936,936_0,Armarouge,Armarouge,9,1.5,85,Fire,Psychic,Flash Fire,,Weak Armor,Red,50,50,0,35,Human-Like,,25,263,1250000,Ordinary,,,85,60,100,125,80,75,525,0,0,0,2,0,0
937,937_0,Ceruledge,Ceruledge,9,1.6,62,Fire,Ghost,Flash Fire,,Weak Armor,Blue,50,50,0,35,Human-Like,,25,263,1250000,Ordinary,,,75,125,80,60,100,85,525,0,2,0,0,0,0
938,938_0,Tadbulb,Tadbulb,9,0.3,0.4,Electric,,Own Tempo,Static,Damp,Yellow,50,50,0,20,Water1,,190,54,1000000,Ordinary,,,61,31,41,59,35,45,272,1,0,0,0,0,0
939,939_0,Bellibolt,Bellibolt,9,1.2,113,Electric,,Electromorphosis,Static,Damp,Green,50,50,0,20,Water1,,50,173,1000000,Ordinary,,,109,64,91,103,83,45,495,2,0,0,0,0,0
940,940_0,Wattrel,Wattrel,9,0.4,3.6,Electric,Flying,Wind Power,Volt Absorb,Competitive,Black,50,50,0,20,Water1,Flying,180,56,1059860,Ordinary,,,40,40,35,55,40,70,280,0,0,0,0,0,1
941,941_0,Kilowattrel,Kilowattrel,9,1.4,38.6,Electric,Flying,Wind Power,Volt Absorb,Competitive,Yellow,50,50,0,20,Water1,Flying,90,172,1059860,Ordinary,,,70,70,60,105,60,125,490,0,0,0,0,0,2
942,942_0,Maschiff,Maschiff,9,0.5,16,Dark,,Intimidate,Run Away,Stakeout,Brown,50,50,0,20,Ground,,150,68,1059860,Ordinary,,,60,78,60,40,51,51,340,0,1,0,0,0,0
943,943_0,Mabosstiff,Mabosstiff,9,1.1,61,Dark,,Intimidate,Guard Dog,Stakeout,Gray,50,50,0,20,Ground,,75,177,1059860,Ordinary,,,80,120,90,60,70,85,505,0,2,0,0,0,0
944,944_0,Shroodle,Shroodle,9,0.2,0.7,Poison,Normal,Unburden,Pickpocket,Prankster,Gray,50,50,0,20,Ground,,190,58,1059860,Ordinary,,,40,65,35,40,35,75,290,0,0,0,0,0,1
945,945_0,Grafaiai,Grafaiai,9,0.7,27.2,Poison,Normal,Unburden,Poison Touch,Prankster,Gray,50,50,0,20,Ground,,90,170,1059860,Ordinary,,,63,95,65,80,72,110,485,0,0,0,0,0,2
946,946_0,Bramblin,Bramblin,9,0.6,0.6,Grass,Ghost,Wind Rider,,Infiltrator,Brown,50,50,0,20,Grass,,190,55,1000000,Ordinary,,,40,65,30,45,35,60,275,0,1,0,0,0,0
947,947_0,Brambleghast,Brambleghast,9,1.2,6,Grass,Ghost,Wind Rider,,Infiltrator,Brown,50,50,0,20,Grass,,45,168,1000000,Ordinary,,,55,115,70,80,70,90,480,0,2,0,0,0,0
948,948_0,Toedscool,Toedscool,9,0.9,33,Ground,Grass,Mycelium Might,,,Yellow,50,50,0,20,Grass,,190,67,1059860,Ordinary,,,40,40,35,50,100,70,335,0,0,0,0,1,0
949,949_0,Toedscruel,Toedscruel,9,1.9,58,Ground,Grass,Mycelium Might,,,Black,50,50,0,20,Grass,,90,180,1059860,Ordinary,,,80,70,65,80,120,100,515,0,0,0,0,2,0
950,950_0,Klawf,Klawf,9,1.3,79,Rock,,Anger Shell,Shell Armor,Regenerator,Red,50,50,0,35,Water3,,120,158,1000000,Ordinary,,,70,100,115,35,55,75,450,0,0,2,0,0,0
951,951_0,Capsakid,Capsakid,9,0.3,3,Grass,,Chlorophyll,Insomnia,Klutz,Green,50,50,0,20,Grass,,190,61,1000000,Ordinary,,,50,62,40,62,40,50,304,0,1,0,0,0,0
952,952_0,Scovillain,Scovillain,9,0.9,15,Grass,Fire,Chlorophyll,Insomnia,Moody,Green,50,50,0,20,Grass,,75,170,1000000,Ordinary,,,65,108,65,108,65,75,486,0,2,0,0,0,0
953,953_0,Rellor,Rellor,9,0.2,1,Bug,,Compound Eyes,,Shed Skin,Brown,50,50,0,20,Bug,,190,54,800000,Ordinary,,,41,50,60,31,58,30,270,0,0,1,0,0,0
954,954_0,Rabsca,Rabsca,9,0.3,3.5,Bug,Psychic,Synchronize,,Telepathy,Green,50,50,0,20,Bug,,45,165,800000,Ordinary,,,75,50,85,115,100,45,470,0,0,0,2,0,0
955,955_0,Flittle,Flittle,9,0.2,1.5,Psychic,,Anticipation,Frisk,Speed Boost,Yellow,50,50,0,20,Flying,,120,51,1059860,Ordinary,,,30,35,30,55,30,75,255,0,0,0,0,0,1
956,956_0,Espathra,Espathra,9,1.9,90,Psychic,,Opportunist,Frisk,Speed Boost,Yellow,50,50,0,20,Flying,,60,168,1059860,Ordinary,,,95,60,60,101,60,105,481,0,0,0,0,0,2
957,957_0,Tinkatink,Tinkatink,9,0.4,8.9,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,Pink,0,100,0,20,Fairy,,190,59,1059860,Ordinary,,,50,45,45,35,64,58,297,0,0,0,0,1,0
958,958_0,Tinkatuff,Tinkatuff,9,0.7,59.1,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,Pink,0,100,0,20,Fairy,,90,133,1059860,Ordinary,,,65,55,55,45,82,78,380,0,0,0,0,2,0
959,959_0,Tinkaton,Tinkaton,9,0.7,112.8,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,Pink,0,100,0,20,Fairy,,45,253,1059860,Ordinary,,,85,75,77,70,105,94,506,0,0,0,0,3,0
960,960_0,Wiglett,Wiglett,9,1.2,1.8,Water,,Gooey,Rattled,Sand Veil,White,50,50,0,20,Water3,,255,49,1000000,Ordinary,,,10,55,25,35,25,95,245,0,0,0,0,0,1
961,961_0,Wugtrio,Wugtrio,9,1.2,5.4,Water,,Gooey,Rattled,Sand Veil,Red,50,50,0,20,Water3,,50,149,1000000,Ordinary,,,35,100,50,50,70,120,425,0,0,0,0,0,2
962,962_0,Bombirdier,Bombirdier,9,1.5,42.9,Flying,Dark,Big Pecks,Keen Eye,Rocky Payload,White,50,50,0,35,Flying,,25,243,1250000,Ordinary,,,70,103,85,60,85,82,485,0,2,0,0,0,0
963,963_0,Finizen,Finizen,9,1.3,60.2,Water,,Water Veil,,,Blue,50,50,0,40,Ground,Water2,200,63,1250000,Ordinary,,,70,45,40,45,40,75,315,0,0,0,0,0,1
964,964_0,Palafin,Palafin Zero Form,9,1.3,60.2,Water,,Zero to Hero,,,Blue,50,50,0,40,Ground,Water2,45,160,1250000,Ordinary,,,100,70,72,53,62,100,457,2,0,0,0,0,0
964,964_1,Palafin,Palafin Hero Form,9,1.8,97.4,Water,,Zero to Hero,,,Blue,50,50,0,40,Ground,Water2,45,228,1250000,Ordinary,,,100,160,97,106,87,100,650,2,0,0,0,0,0
965,965_0,Varoom,Varoom,9,1,35,Steel,Poison,Overcoat,,Slow Start,Gray,50,50,0,20,Mineral,,190,60,1000000,Ordinary,,,45,70,63,30,45,47,300,0,1,0,0,0,0
966,966_0,Revavroom,Revavroom,9,1.8,120,Steel,Poison,Overcoat,,Filter,Gray,50,50,0,20,Mineral,,75,175,1000000,Ordinary,,,80,119,90,54,67,90,500,0,2,0,0,0,0
967,967_0,Cyclizar,Cyclizar,9,1.6,63,Dragon,Normal,Shed Skin,,Regenerator,Green,50,50,0,30,Ground,,190,175,1059860,Ordinary,,,70,95,65,85,65,121,501,0,0,0,0,0,2
968,968_0,Orthworm,Orthworm,9,2.5,310,Steel,,Earth Eater,,Sand Veil,Pink,50,50,0,35,Ground,,25,240,1250000,Ordinary,,,70,85,145,60,55,65,480,0,0,2,0,0,0
969,969_0,Glimmet,Glimmet,9,0.7,8,Rock,Poison,Toxic Debris,,Corrosion,Blue,50,50,0,30,Mineral,,70,70,1059860,Ordinary,,,48,35,42,105,60,60,350,0,0,0,1,0,0
970,970_0,Glimmora,Glimmora,9,1.5,45,Rock,Poison,Toxic Debris,,Corrosion,Blue,50,50,0,30,Mineral,,25,184,1059860,Ordinary,,,83,55,90,130,81,86,525,0,0,0,2,0,0
971,971_0,Greavard,Greavard,9,0.6,35,Ghost,,Pickup,,Fluffy,White,50,50,0,20,Ground,,120,58,1059860,Ordinary,,,50,61,60,30,55,34,290,0,1,0,0,0,0
972,972_0,Houndstone,Houndstone,9,2,15,Ghost,,Sand Rush,,Fluffy,White,50,50,0,20,Ground,,60,171,1059860,Ordinary,,,72,101,100,50,97,68,488,0,2,0,0,0,0
973,973_0,Flamigo,Flamigo,9,1.6,37,Flying,Fighting,Scrappy,Tangled Feet,Costar,Pink,50,50,0,20,Flying,,100,175,1059860,Ordinary,,,82,115,74,75,64,90,500,0,2,0,0,0,0
974,974_0,Cetoddle,Cetoddle,9,1.2,45,Ice,,Thick Fat,Snow Cloak,Sheer Force,White,50,50,0,25,Ground,,150,67,1059860,Ordinary,,,108,68,45,30,40,43,334,1,0,0,0,0,0
975,975_0,Cetitan,Cetitan,9,4.5,700,Ice,,Thick Fat,Slush Rush,Sheer Force,White,50,50,0,25,Ground,,50,182,1059860,Ordinary,,,170,113,65,45,55,73,521,2,0,0,0,0,0
976,976_0,Veluza,Veluza,9,2.5,90,Water,Psychic,Mold Breaker,,Sharpness,Gray,50,50,0,20,Water2,,100,167,800000,Ordinary,,,90,102,73,78,65,70,478,0,2,0,0,0,0
977,977_0,Dondozo,Dondozo,9,12,220,Water,,Unaware,Oblivious,Water Veil,Blue,50,50,0,40,Water2,,25,265,1250000,Ordinary,,,150,100,115,65,65,35,530,3,0,0,0,0,0
978,978_0,Tatsugiri,Tatsugiri Curly Form,9,0.3,8,Dragon,Water,Commander,,Storm Drain,Pink,50,50,0,35,Water2,,100,166,1059860,Ordinary,,,68,50,60,120,95,82,475,0,0,0,2,0,0
978,978_1,Tatsugiri,Tatsugiri Droopy Form,9,0.3,8,Dragon,Water,Commander,,Storm Drain,Red,50,50,0,35,Water2,,100,166,1059860,Ordinary,,,68,50,60,120,95,82,475,0,0,0,2,0,0
978,978_2,Tatsugiri,Tatsugiri Stretchy Form,9,0.3,8,Dragon,Water,Commander,,Storm Drain,Yellow,50,50,0,35,Water2,,100,166,1059860,Ordinary,,,68,50,60,120,95,82,475,0,0,0,2,0,0
979,979_0,Annihilape,Annihilape,9,1.2,56,Fighting,Ghost,Vital Spirit,Inner Focus,Defiant,Gray,50,50,0,20,Ground,,45,268,1000000,Ordinary,,,110,115,80,50,90,90,535,0,3,0,0,0,0
980,980_0,Clodsire,Clodsire,9,1.8,223,Poison,Ground,Poison Point,Water Absorb,Unaware,Brown,50,50,0,20,Water1,Ground,90,151,1000000,Ordinary,,,130,75,60,45,100,20,430,2,0,0,0,0,0
981,981_0,Farigiraf,Farigiraf,9,3.2,160,Normal,Psychic,Cud Chew,Armor Tail,Sap Sipper,Brown,50,50,0,20,Ground,,45,260,1000000,Ordinary,,,120,90,70,110,70,60,520,3,0,0,0,0,0
982,982_0,Dudunsparce,Dudunsparce Two-Segment Form,9,3.6,39.2,Normal,,Serene Grace,Run Away,Rattled,Yellow,50,50,0,20,Ground,,45,182,1000000,Ordinary,,,125,100,80,85,75,55,520,2,0,0,0,0,0
982,982_1,Dudunsparce,Dudunsparce Three-Segment Form,9,4.5,47.4,Normal,,Serene Grace,Run Away,Rattled,Yellow,50,50,0,20,Ground,,45,182,1000000,Ordinary,,,125,100,80,85,75,55,520,2,0,0,0,0,0
983,983_0,Kingambit,Kingambit,9,2,120,Dark,Steel,Defiant,Supreme Overlord,Pressure,Black,50,50,0,20,Human-Like,,25,275,1000000,Ordinary,,,100,135,120,60,85,50,550,0,3,0,0,0,0
984,984_0,Great Tusk,Great Tusk,9,2.2,320,Ground,Fighting,Protosynthesis,,,Purple,0,0,100,50,Undiscovered,,30,285,1250000,Semi-Legendary,,,115,131,131,53,53,87,570,0,3,0,0,0,0
